gene_id	gene_version	gene_name	gene_biotype	gene_source	location	S_2_Rem_5dpi_S70001	S_2_SARS_5dpi_S70003	S_2_mock_5dpi_S70002	S_3_Rem_5dpi_S69995	S_3_SARS_5dpi_S69996	S_3_mock_5dpi_S69997
ENSG00000271573	1	AL136982.5	processed_pseudogene	havana	chr10:87027184-87027477:+	0	0	2	0	0	0
ENSG00000200253	1	RNU6-529P	snRNA	ensembl	chr10:87041238-87041341:-	1	0	0	0	0	0
ENSG00000148672	9	GLUD1	protein_coding	ensembl_havana	chr10:87050202-87094843:-	2104	1934	3178	5323	4229	7501
ENSG00000122376	11	SHLD2	protein_coding	ensembl_havana	chr10:87094161-87191468:+	149	81	359	703	298	490
ENSG00000237280	1	AL136982.3	lncRNA	havana	chr10:87113954-87115523:+	0	0	0	0	0	0
ENSG00000273946	1	RN7SL733P	misc_RNA	ensembl	chr10:87154041-87154369:-	2	0	0	0	0	0
ENSG00000223482	8	NUTM2A-AS1	lncRNA	havana	chr10:87201647-87342612:-	326	281	610	485	737	845
ENSG00000287077	1	AL157893.2	lncRNA	havana_tagene	chr10:87203717-87206615:+	4	4	1	0	0	0
ENSG00000285257	1	AL157893.1	unprocessed_pseudogene	havana	chr10:87214136-87216173:-	5	12	14	24	86	0
ENSG00000184923	12	NUTM2A	protein_coding	ensembl_havana	chr10:87225448-87236908:+	12	20	38	8	14	8
ENSG00000224914	4	LINC00863	lncRNA	havana	chr10:87341685-87357882:+	119	192	128	102	99	133
ENSG00000214562	14	NUTM2D	protein_coding	ensembl_havana	chr10:87357668-87370695:+	5	18	29	24	55	26
ENSG00000237740	1	NPAP1P3	processed_pseudogene	havana	chr10:87376896-87378481:+	0	0	0	0	0	0
ENSG00000236417	2	CTSLP1	unprocessed_pseudogene	havana	chr10:87386685-87390203:-	6	2	12	0	0	0
ENSG00000228055	3	FAM245A	lncRNA	havana	chr10:87396561-87435035:-	1	0	0	0	0	0
ENSG00000231569	1	AL355334.1	processed_pseudogene	havana	chr10:87408044-87408258:-	0	0	0	0	0	0
ENSG00000286445	1	AL355334.2	lncRNA	havana_tagene	chr10:87500337-87504837:-	49	33	7	77	0	57
ENSG00000283672	1	MIR4678	miRNA	mirbase	chr10:87503881-87503954:+	0	0	0	0	0	0
ENSG00000107789	16	MINPP1	protein_coding	ensembl_havana	chr10:87504875-87553461:+	1145	895	1621	1264	1628	1982
ENSG00000223761	1	AL138767.2	lncRNA	havana	chr10:87591607-87606024:-	0	0	0	0	0	0
ENSG00000225913	2	AL138767.3	lncRNA	havana	chr10:87607985-87659279:+	0	5	0	0	0	0
ENSG00000196566	2	AL138767.1	lncRNA	havana	chr10:87610163-87660003:-	1	0	0	0	0	0
ENSG00000234192	1	RPS26P38	processed_pseudogene	havana	chr10:87642607-87642954:+	0	1	0	0	1	0
ENSG00000198682	13	PAPSS2	protein_coding	ensembl_havana	chr10:87659613-87747705:+	1563	1088	1615	2006	1317	1772
ENSG00000138138	13	ATAD1	protein_coding	ensembl_havana	chr10:87751512-87841343:-	1054	670	1778	2400	1505	2564
ENSG00000223820	5	CFL1P1	transcribed_unprocessed_pseudogene	havana	chr10:87817928-87845612:+	18	27	55	138	153	23
ENSG00000243782	3	RN7SL78P	misc_RNA	ensembl	chr10:87832818-87833098:-	0	0	0	0	0	0
ENSG00000227268	4	KLLN	protein_coding	ensembl_havana	chr10:87859158-87863437:-	0	0	0	0	0	0
ENSG00000171862	11	PTEN	protein_coding	ensembl_havana	chr10:87863625-87971930:+	61	63	81	127	176	110
ENSG00000224745	1	AC063965.2	lncRNA	havana	chr10:87878692-87880427:+	5	0	0	0	0	0
ENSG00000213613	2	RPL11P3	processed_pseudogene	havana	chr10:87945502-87946024:+	0	0	24	40	25	0
ENSG00000200891	1	AC063965.1	snoRNA	ensembl	chr10:87994618-87994695:-	0	0	0	0	0	0
ENSG00000227905	1	MED6P1	processed_pseudogene	havana	chr10:88048135-88049823:-	0	0	0	0	0	0
ENSG00000275015	1	AL353149.1	unprocessed_pseudogene	havana	chr10:88259129-88259372:-	0	0	0	0	0	0
ENSG00000184719	12	RNLS	protein_coding	ensembl_havana	chr10:88273864-88584530:-	321	344	356	263	918	525
ENSG00000201548	1	AL139406.1	misc_RNA	ensembl	chr10:88585638-88585733:-	1	1	7	0	0	0
ENSG00000204022	9	LIPJ	protein_coding	ensembl_havana	chr10:88586753-88606976:+	0	0	0	0	0	0
ENSG00000237205	1	RPL7P34	processed_pseudogene	havana	chr10:88618223-88618934:-	0	0	0	0	0	0
ENSG00000182333	15	LIPF	protein_coding	ensembl_havana	chr10:88664441-88678814:+	0	0	0	0	0	0
ENSG00000271408	1	NAPGP1	processed_pseudogene	havana	chr10:88699683-88700401:+	0	0	0	0	0	0
ENSG00000204021	4	LIPK	protein_coding	ensembl_havana	chr10:88724544-88752756:+	0	0	0	0	0	0
ENSG00000226358	1	KRT8P38	processed_pseudogene	havana	chr10:88727485-88728914:+	4	1	0	0	0	0
ENSG00000204020	5	LIPN	protein_coding	ensembl_havana	chr10:88761406-88778242:+	2	0	0	0	0	0
ENSG00000235150	1	RCBTB2P1	processed_pseudogene	havana	chr10:88785600-88787061:-	0	0	0	0	0	0
ENSG00000173239	14	LIPM	protein_coding	ensembl_havana	chr10:88802730-88820546:+	0	0	0	0	0	0
ENSG00000152766	6	ANKRD22	protein_coding	ensembl_havana	chr10:88819896-88851844:-	277	490	926	276	243	450
ENSG00000234256	2	PTCD2P2	processed_pseudogene	havana	chr10:88876450-88877544:+	0	0	0	0	0	0
ENSG00000138134	12	STAMBPL1	protein_coding	ensembl_havana	chr10:88879734-88975153:+	28	41	36	142	2	416
ENSG00000180139	11	ACTA2-AS1	lncRNA	havana	chr10:88932390-88940820:+	0	0	0	0	0	0
ENSG00000107796	13	ACTA2	protein_coding	ensembl_havana	chr10:88935074-88991339:-	196	127	76	266	0	415
ENSG00000286116	1	AL157394.3	lncRNA	havana	chr10:88990045-88994249:-	60	43	92	96	8	147
ENSG00000026103	22	FAS	protein_coding	ensembl_havana	chr10:88990531-89017059:+	103	95	334	884	793	449
ENSG00000275693	1	AL157394.2	misc_RNA	ensembl	chr10:88992370-88992539:+	0	0	0	0	0	0
ENSG00000261438	1	AL157394.1	lncRNA	havana	chr10:89015836-89017059:+	0	0	0	0	0	0
ENSG00000265375	1	MIR4679-2	miRNA	mirbase	chr10:89063335-89063411:-	0	0	0	0	0	0
ENSG00000283664	1	MIR4679-1	miRNA	mirbase	chr10:89063336-89063410:+	0	0	0	0	0	0
ENSG00000233292	1	AL513533.1	processed_pseudogene	havana	chr10:89139044-89139458:+	4	0	0	0	0	0
ENSG00000138135	7	CH25H	protein_coding	ensembl_havana	chr10:89205629-89207317:-	0	2	0	0	135	0
ENSG00000107798	18	LIPA	protein_coding	ensembl_havana	chr10:89213569-89414557:-	1622	879	1756	2470	3135	2517
ENSG00000119922	10	IFIT2	protein_coding	ensembl_havana	chr10:89283694-89309271:+	314	270	533	1411	47644	977
ENSG00000232110	8	AL353751.1	lncRNA	havana	chr10:89283765-89292125:+	0	0	1	0	0	0
ENSG00000119917	14	IFIT3	protein_coding	ensembl_havana	chr10:89327997-89340971:+	1051	1031	918	2735	72761	1540
ENSG00000224289	1	IFIT6P	unprocessed_pseudogene	havana	chr10:89362294-89363487:+	0	2	0	1	17	0
ENSG00000204010	3	IFIT1B	protein_coding	ensembl_havana	chr10:89378056-89385205:+	1	5	3	14	616	5
ENSG00000185745	10	IFIT1	protein_coding	ensembl_havana	chr10:89392546-89406487:+	404	564	376	1936	91754	1137
ENSG00000152778	9	IFIT5	protein_coding	ensembl_havana	chr10:89414568-89420997:+	378	329	714	1037	2427	1029
ENSG00000152779	14	SLC16A12	protein_coding	ensembl_havana	chr10:89430299-89556641:-	20	3	53	0	0	0
ENSG00000234452	5	SLC16A12-AS1	lncRNA	havana	chr10:89456064-89468140:+	0	0	0	0	0	0
ENSG00000152782	16	PANK1	protein_coding	ensembl_havana	chr10:89579497-89645572:-	46	4	19	0	100	27
ENSG00000198997	2	MIR107	miRNA	mirbase	chr10:89592747-89592827:-	0	0	0	0	0	0
ENSG00000249962	1	AL157400.5	processed_pseudogene	havana	chr10:89644603-89645223:-	0	0	0	0	0	0
ENSG00000232936	6	AL157400.2	lncRNA	havana	chr10:89645272-89652144:+	0	0	0	0	0	0
ENSG00000225836	1	AL157400.1	lncRNA	havana	chr10:89646289-89650822:-	0	0	0	0	0	0
ENSG00000235100	4	AL157400.3	lncRNA	havana	chr10:89667181-89701274:-	3	0	5	0	0	0
ENSG00000240996	1	AL157400.4	lncRNA	havana	chr10:89694295-89697928:-	7	0	0	0	0	0
ENSG00000138182	14	KIF20B	protein_coding	ensembl_havana	chr10:89701610-89774939:+	48	69	145	305	376	307
ENSG00000283578	1	MTND5P42	processed_pseudogene	havana	chr10:89786610-89787107:+	0	0	0	0	0	0
ENSG00000232229	6	LINC00865	lncRNA	havana	chr10:89829483-89840861:+	7	1	38	63	141	0
ENSG00000270670	1	MARK2P16	processed_pseudogene	havana	chr10:89837612-89839334:-	0	0	0	0	0	0
ENSG00000280560	2	LINC01374	lncRNA	havana	chr10:89853595-90225443:+	0	0	0	0	0	0
ENSG00000226159	2	LINC01375	lncRNA	havana	chr10:89915489-89957373:-	0	0	0	0	0	0
ENSG00000228938	3	SNRPD2P1	processed_pseudogene	havana	chr10:89978717-89979070:+	30	25	32	27	41	47
ENSG00000287150	1	AL139340.1	lncRNA	havana_tagene	chr10:90059061-90099083:-	0	0	0	0	0	0
ENSG00000222451	1	RN7SKP143	misc_RNA	ensembl	chr10:90163651-90163960:-	0	0	0	0	0	0
ENSG00000236373	2	LINC02653	lncRNA	havana	chr10:90402521-90628852:-	0	0	0	0	0	0
ENSG00000224750	6	AL391704.1	lncRNA	havana	chr10:90454170-90502968:+	0	0	0	0	0	0
ENSG00000238291	1	AL391704.2	lncRNA	havana	chr10:90462717-90467952:+	0	0	0	0	0	0
ENSG00000283053	1	AL390862.1	lncRNA	havana	chr10:90622143-90623611:-	0	0	0	0	0	0
ENSG00000148680	16	HTR7	protein_coding	ensembl_havana	chr10:90740823-90858039:-	4	0	0	0	0	0
ENSG00000148688	13	RPP30	protein_coding	ensembl_havana	chr10:90871716-90908553:+	462	421	458	522	1097	670
ENSG00000222305	1	AL590622.1	misc_RNA	ensembl	chr10:90880040-90880179:-	0	0	0	0	0	0
ENSG00000148677	6	ANKRD1	protein_coding	ensembl_havana	chr10:90912096-90921276:-	54	49	91	193	260	88
ENSG00000201604	1	RNU6-740P	snRNA	ensembl	chr10:90922731-90922835:-	0	0	0	0	0	0
ENSG00000225519	1	AL365434.1	lncRNA	havana	chr10:90994620-91006390:+	0	0	0	0	0	0
ENSG00000273124	1	AL365434.2	lncRNA	havana	chr10:90997480-90997713:-	0	0	0	0	0	0
ENSG00000224851	2	LINC00502	lncRNA	havana	chr10:91033157-91062164:+	0	0	0	0	0	0
ENSG00000220585	4	DDX18P6	processed_pseudogene	havana	chr10:91053051-91055047:+	0	0	0	0	0	0
ENSG00000234043	3	NUDT9P1	processed_pseudogene	havana	chr10:91152605-91153349:-	1	0	1	0	0	0
ENSG00000286981	1	AL731553.1	lncRNA	havana_tagene	chr10:91153669-91161315:+	0	0	0	0	0	0
ENSG00000180628	15	PCGF5	protein_coding	ensembl_havana	chr10:91163012-91284337:+	287	269	744	1336	3167	1871
ENSG00000165338	16	HECTD2	protein_coding	ensembl_havana	chr10:91409280-91514829:+	88	90	193	348	847	471
ENSG00000271385	1	AL161798.1	processed_pseudogene	havana	chr10:91464578-91464708:-	0	0	0	0	0	0
ENSG00000223876	1	RPS27P1	processed_pseudogene	havana	chr10:91544852-91545098:+	0	0	0	0	0	0
ENSG00000119938	9	PPP1R3C	protein_coding	ensembl_havana	chr10:91628442-91633071:-	437	528	553	1858	2681	2903
ENSG00000213449	2	GAPDHP28	processed_pseudogene	havana	chr10:91666780-91667782:-	5	2	4	4	3	1
ENSG00000228759	1	FAF2P1	processed_pseudogene	havana	chr10:91765899-91767196:-	0	2	2	3	3	2
ENSG00000228701	2	TNKS2-AS1	lncRNA	havana	chr10:91782835-91798304:-	0	2	0	0	0	0
ENSG00000107854	6	TNKS2	protein_coding	ensembl_havana	chr10:91798426-91865475:+	533	592	881	1874	2299	2158
ENSG00000180581	7	SRP9P1	processed_pseudogene	havana	chr10:91807179-91807439:-	524	549	601	1090	1194	859
ENSG00000273497	1	AL359198.2	unprocessed_pseudogene	havana	chr10:91896704-91896897:+	0	0	0	0	0	0
ENSG00000174721	10	FGFBP3	protein_coding	ensembl_havana	chr10:91906584-91909486:-	20	14	30	52	0	7
ENSG00000272817	1	AL359198.1	lncRNA	havana	chr10:91908131-91909348:+	0	2	0	0	0	0
ENSG00000095564	14	BTAF1	protein_coding	ensembl_havana	chr10:91923770-92030325:+	324	309	746	487	1022	570
ENSG00000107864	15	CPEB3	protein_coding	ensembl_havana	chr10:92046692-92291078:-	43	39	223	206	304	174
ENSG00000252993	1	AL365398.1	snoRNA	ensembl	chr10:92076242-92076365:+	0	0	0	0	0	0
ENSG00000214549	2	SDHCP2	processed_pseudogene	havana	chr10:92118664-92119164:+	3	10	2	10	4	7
ENSG00000213484	2	EIF4A1P8	processed_pseudogene	havana	chr10:92136875-92138370:+	0	1	0	1	1	0
ENSG00000221042	1	AL158040.2	ribozyme	ensembl	chr10:92204229-92204306:-	0	0	0	0	0	0
ENSG00000105988	6	NHP2P1	processed_pseudogene	havana	chr10:92216332-92216793:+	163	266	175	286	260	290
ENSG00000199881	1	AL158040.1	misc_RNA	ensembl	chr10:92272147-92272250:-	0	0	0	0	0	0
ENSG00000198060	10	MARCHF5	protein_coding	ensembl_havana	chr10:92291167-92353964:+	1071	864	1457	3360	2652	2039
ENSG00000202297	1	RNY3P12	misc_RNA	ensembl	chr10:92334463-92334564:+	0	0	0	0	0	0
ENSG00000232709	1	MARK2P9	processed_pseudogene	havana	chr10:92418667-92420875:+	0	0	0	0	0	159
ENSG00000286795	1	AL161652.1	lncRNA	havana	chr10:92423386-92427620:+	0	0	0	0	0	0
ENSG00000119912	17	IDE	protein_coding	ensembl_havana	chr10:92451684-92574093:-	620	497	1371	1375	2940	1078
ENSG00000138160	6	KIF11	protein_coding	ensembl_havana	chr10:92593130-92655395:+	0	7	4	0	0	18
ENSG00000184111	6	RPL11P4	processed_pseudogene	havana	chr10:92596852-92597287:-	0	0	0	0	0	0
ENSG00000264313	2	RN7SL644P	misc_RNA	ensembl	chr10:92659044-92659302:+	0	0	0	0	0	0
ENSG00000236493	2	EIF2S2P3	processed_pseudogene	havana	chr10:92668745-92669743:-	86	95	97	200	187	154
ENSG00000152804	11	HHEX	protein_coding	ensembl_havana	chr10:92689955-92695647:+	861	769	802	2052	1814	1469
ENSG00000201412	1	AL590080.1	misc_RNA	ensembl	chr10:92710499-92710608:-	0	0	1	0	0	0
ENSG00000138190	17	EXOC6	protein_coding	ensembl_havana	chr10:92826831-93059493:+	1161	930	1066	2011	915	1665
ENSG00000225118	1	AL392103.1	processed_pseudogene	havana	chr10:92878092-92878289:-	0	0	0	0	0	0
ENSG00000226425	1	AL358613.1	lncRNA	havana	chr10:93059663-93060426:-	0	0	0	0	0	0
ENSG00000187553	10	CYP26C1	protein_coding	ensembl_havana	chr10:93060798-93069540:+	2	0	0	0	0	0
ENSG00000285846	1	AL358613.3	lncRNA	havana	chr10:93063646-93077424:+	0	0	0	0	0	0
ENSG00000279607	1	AL358613.2	lncRNA	havana	chr10:93071972-93073466:+	0	0	0	0	0	0
ENSG00000095596	12	CYP26A1	protein_coding	ensembl_havana	chr10:93073475-93077885:+	1	1	0	0	127	0
ENSG00000232805	1	NIP7P1	processed_pseudogene	havana	chr10:93106872-93107383:-	0	0	0	0	0	0
ENSG00000237417	1	XRCC6P1	processed_pseudogene	havana	chr10:93206857-93209627:-	69	102	94	111	117	76
ENSG00000213432	2	RPL17P34	processed_pseudogene	havana	chr10:93284004-93284558:-	27	34	41	49	67	65
ENSG00000138119	17	MYOF	protein_coding	ensembl_havana	chr10:93306429-93482334:-	293	255	654	1045	1688	977
ENSG00000138180	16	CEP55	protein_coding	ensembl_havana	chr10:93496612-93529092:+	0	0	0	0	0	0
ENSG00000212396	1	RNA5SP323	rRNA_pseudogene	ensembl	chr10:93510548-93510680:-	0	0	0	0	0	0
ENSG00000186188	11	FFAR4	protein_coding	ensembl_havana	chr10:93566665-93604480:+	59	96	59	0	343	1
ENSG00000138207	14	RBP4	protein_coding	ensembl_havana	chr10:93591687-93601744:-	2058	2516	2567	1352	2017	1545
ENSG00000095464	10	PDE6C	protein_coding	ensembl_havana	chr10:93612537-93666010:+	0	0	0	0	0	0
ENSG00000148690	12	FRA10AC1	protein_coding	ensembl_havana	chr10:93667883-93702592:-	225	343	283	1013	653	378
ENSG00000108231	13	LGI1	protein_coding	ensembl_havana	chr10:93757840-93806272:+	0	0	0	0	0	0
ENSG00000280660	1	AL157396.1	lncRNA	havana	chr10:93762453-93771991:+	2	0	1	0	0	0
ENSG00000280485	1	AL358154.1	lncRNA	havana	chr10:93772681-93788605:-	0	0	0	0	0	0
ENSG00000227995	1	RAB11AP1	processed_pseudogene	havana	chr10:93881293-93881938:-	0	0	0	2	0	0
ENSG00000176273	15	SLC35G1	protein_coding	ensembl_havana	chr10:93893973-93956062:+	5	27	94	5	319	4
ENSG00000180764	13	PIPSL	transcribed_processed_pseudogene	havana	chr10:93958191-93961540:-	168	172	187	197	239	217
ENSG00000138193	15	PLCE1	protein_coding	ensembl_havana	chr10:94030812-94332823:+	163	72	182	150	295	33
ENSG00000232913	8	PLCE1-AS2	lncRNA	havana	chr10:94081950-94108814:-	0	1	0	0	0	0
ENSG00000231575	1	AL139118.1	lncRNA	havana	chr10:94109116-94121107:+	0	0	0	0	0	0
ENSG00000234724	1	HDAC1P1	processed_pseudogene	havana	chr10:94137748-94139500:+	0	0	0	0	0	0
ENSG00000206631	1	RNU6-657P	snRNA	ensembl	chr10:94155639-94155745:-	0	0	0	0	0	0
ENSG00000228553	1	AL389885.1	lncRNA	havana	chr10:94225160-94227288:-	0	0	0	0	1	0
ENSG00000268894	7	PLCE1-AS1	lncRNA	havana	chr10:94278681-94287478:-	0	0	0	6	0	0
ENSG00000273450	1	AL139124.1	lncRNA	havana	chr10:94314907-94315327:-	0	0	0	0	52	0
ENSG00000173145	11	NOC3L	protein_coding	ensembl_havana	chr10:94333226-94362959:-	180	103	307	556	452	704
ENSG00000108239	9	TBC1D12	protein_coding	ensembl_havana	chr10:94402541-94536332:+	114	87	111	305	0	318
ENSG00000119969	15	HELLS	protein_coding	ensembl_havana	chr10:94501434-94613905:+	14	19	3	181	0	269
ENSG00000244332	1	AL138759.1	lncRNA	havana	chr10:94577439-94611238:+	0	0	1	0	64	1
ENSG00000235746	1	CTBP2P2	processed_pseudogene	havana	chr10:94646364-94647996:-	0	0	0	0	0	0
ENSG00000108242	13	CYP2C18	protein_coding	ensembl_havana	chr10:94683729-94736190:+	94	13	35	62	0	241
ENSG00000276490	1	AL583836.1	protein_coding	havana	chr10:94688154-94853073:+	0	0	0	0	0	0
ENSG00000165841	11	CYP2C19	protein_coding	ensembl_havana	chr10:94762681-94855547:+	0	0	0	0	0	0
ENSG00000230338	1	MTND4P19	processed_pseudogene	havana	chr10:94774156-94774633:-	0	0	0	0	0	8
ENSG00000235199	1	CYP2C58P	processed_pseudogene	havana	chr10:94865852-94873129:-	0	0	0	0	0	0
ENSG00000225354	1	RPL7AP52	processed_pseudogene	havana	chr10:94882554-94883343:+	0	0	0	0	0	0
ENSG00000138109	11	CYP2C9	protein_coding	ensembl_havana	chr10:94938658-94990091:+	0	1	0	0	0	0
ENSG00000233377	1	MTND4P20	processed_pseudogene	havana	chr10:94940253-94941121:-	0	0	0	0	0	0
ENSG00000228460	1	CYP2C59P	unprocessed_pseudogene	havana	chr10:95007126-95007556:-	0	0	0	0	0	0
ENSG00000260863	1	CYP2C60P	unprocessed_pseudogene	havana	chr10:95009674-95009812:+	0	0	0	0	0	0
ENSG00000237885	1	AL359672.1	processed_pseudogene	havana	chr10:95031640-95032048:+	0	0	0	0	0	0
ENSG00000138115	14	CYP2C8	protein_coding	ensembl_havana	chr10:95036772-95069497:-	2	15	39	30	0	0
ENSG00000231829	4	AL157834.1	lncRNA	havana_tagene	chr10:95109136-95111642:-	1	0	0	1	0	0
ENSG00000288526	1	AL157834.4	lncRNA	havana	chr10:95141925-95168425:-	0	2	7	0	0	0
ENSG00000274691	1	AL157834.3	unprocessed_pseudogene	havana	chr10:95173085-95173187:-	0	0	0	0	0	0
ENSG00000225533	1	PAWRP1	processed_pseudogene	havana	chr10:95183653-95184217:+	0	0	0	0	0	0
ENSG00000173124	14	ACSM6	protein_coding	ensembl_havana	chr10:95194200-95228928:+	0	0	0	0	1	0
ENSG00000234026	1	AL157834.2	lncRNA	havana	chr10:95228243-95231144:-	0	2	23	0	0	0
ENSG00000107438	9	PDLIM1	protein_coding	ensembl_havana	chr10:95237572-95291012:-	4312	5247	5121	12090	14120	8093
ENSG00000095637	22	SORBS1	protein_coding	ensembl_havana	chr10:95311771-95561414:-	310	236	569	759	356	689
ENSG00000214362	2	RPS3AP36	processed_pseudogene	havana	chr10:95594598-95595372:+	44	60	31	77	85	69
ENSG00000059573	9	ALDH18A1	protein_coding	ensembl_havana	chr10:95605941-95656711:-	844	561	1057	2169	3611	2396
ENSG00000119977	21	TCTN3	protein_coding	ensembl_havana	chr10:95663396-95694143:-	1203	1098	924	1823	2604	959
ENSG00000138185	20	ENTPD1	protein_coding	ensembl_havana	chr10:95711779-95877266:+	1	8	10	0	0	0
ENSG00000226688	7	ENTPD1-AS1	lncRNA	havana	chr10:95732976-96090250:-	42	23	22	38	0	81
ENSG00000240527	1	AL365273.1	lncRNA	havana	chr10:95833508-95873758:+	0	0	0	0	0	0
ENSG00000270099	1	AL365273.2	protein_coding	havana	chr10:95860548-95924844:+	0	0	0	0	0	0
ENSG00000188649	14	CC2D2B	protein_coding	ensembl_havana	chr10:95907603-96032684:+	0	4	0	37	0	0
ENSG00000227805	1	RPL21P90	processed_pseudogene	havana	chr10:95999778-96000243:-	0	1	0	0	1	1
ENSG00000107443	16	CCNJ	protein_coding	ensembl_havana	chr10:96043394-96060870:+	62	47	148	35	17	2
ENSG00000266407	1	MIR3157	miRNA	mirbase	chr10:96064315-96064399:-	0	0	0	0	0	0
ENSG00000200728	1	RNU6-271P	snRNA	ensembl	chr10:96112747-96112851:+	0	0	0	0	0	0
ENSG00000287009	1	AC021037.1	lncRNA	havana_tagene	chr10:96129055-96130528:-	4	15	35	21	0	16
ENSG00000177853	14	ZNF518A	protein_coding	ensembl_havana	chr10:96129715-96205288:+	111	132	198	109	91	437
ENSG00000095585	17	BLNK	protein_coding	ensembl_havana	chr10:96189171-96271587:-	172	201	231	336	1170	497
ENSG00000229417	1	NPM1P25	processed_pseudogene	havana	chr10:96189366-96190219:-	0	0	0	0	0	0
ENSG00000229418	2	AL136181.1	lncRNA	havana	chr10:96292685-96306695:-	0	0	9	0	0	0
ENSG00000107447	8	DNTT	protein_coding	ensembl_havana	chr10:96304409-96338564:+	19	0	9	0	0	0
ENSG00000197430	11	OPALIN	protein_coding	ensembl_havana	chr10:96343221-96359365:-	4	0	0	0	0	0
ENSG00000095587	9	TLL2	protein_coding	ensembl_havana	chr10:96364608-96513926:-	72	61	26	0	0	0
ENSG00000077147	16	TM9SF3	protein_coding	ensembl_havana	chr10:96518110-96587452:-	346	248	403	1616	2079	909
ENSG00000235677	1	NPM1P26	processed_pseudogene	havana	chr10:96560185-96560922:+	2	6	11	7	13	12
ENSG00000155629	15	PIK3AP1	protein_coding	ensembl_havana	chr10:96593315-96720514:-	4209	4029	7012	9695	13620	7374
ENSG00000202047	1	RNA5SP324	rRNA_pseudogene	ensembl	chr10:96619376-96619483:+	0	2	0	0	0	0
ENSG00000227032	1	RPS2P36	processed_pseudogene	havana	chr10:96620877-96621707:-	1	0	2	4	0	2
ENSG00000207287	1	RNU6-1274P	snRNA	ensembl	chr10:96743167-96743273:+	0	0	0	0	0	0
ENSG00000236552	2	RPL13AP5	processed_pseudogene	havana	chr10:96750288-96750899:+	906	1028	1031	1224	1616	1141
ENSG00000207976	1	MIR607	miRNA	mirbase	chr10:96828669-96828764:-	0	0	0	0	0	0
ENSG00000196233	13	LCOR	protein_coding	ensembl_havana	chr10:96832282-96995959:+	391	401	797	1893	1597	1171
ENSG00000232875	1	HMGN2P35	processed_pseudogene	havana	chr10:96915633-96915902:-	1	1	0	1	1	4
ENSG00000187122	17	SLIT1	protein_coding	ensembl_havana	chr10:96998038-97185959:-	11	5	49	0	0	0
ENSG00000234855	2	SLIT1-AS1	lncRNA	havana	chr10:97102756-97104355:+	0	0	0	0	0	0
ENSG00000269891	2	ARHGAP19-SLIT1	protein_coding	havana	chr10:97153045-97292637:-	0	1	0	0	0	0
ENSG00000286683	1	AL512424.1	lncRNA	havana_tagene	chr10:97195907-97203721:+	0	0	0	0	0	0
ENSG00000213390	11	ARHGAP19	protein_coding	ensembl_havana	chr10:97222173-97292673:-	28	6	69	194	0	222
ENSG00000231398	1	AL359385.1	processed_pseudogene	havana	chr10:97275012-97278097:+	0	0	0	0	0	0
ENSG00000277308	1	AL359385.2	misc_RNA	ensembl	chr10:97297290-97297557:+	0	0	0	0	0	0
ENSG00000237169	1	RPL12P27	processed_pseudogene	havana	chr10:97309138-97309958:-	1	1	6	16	3	5
ENSG00000165879	9	FRAT1	protein_coding	havana	chr10:97319271-97321915:+	2	18	0	1	0	0
ENSG00000181274	7	FRAT2	protein_coding	ensembl_havana	chr10:97332497-97334729:-	34	126	82	71	1	0
ENSG00000225850	3	AL355490.2	lncRNA	havana	chr10:97334564-97343203:+	1	1	0	0	0	0
ENSG00000052749	14	RRP12	protein_coding	ensembl_havana	chr10:97356358-97426076:-	474	423	484	823	1002	114
ENSG00000231508	1	RPL34P20	processed_pseudogene	havana	chr10:97393197-97393547:-	0	0	0	0	9	0
ENSG00000231970	1	AL355490.3	lncRNA	havana	chr10:97401115-97419524:+	17	12	2	0	0	10
ENSG00000200737	1	AL355490.1	misc_RNA	ensembl	chr10:97421195-97421307:-	0	1	0	0	0	2
ENSG00000171314	9	PGAM1	protein_coding	ensembl_havana	chr10:97426191-97433444:+	3860	4205	3267	3574	6280	3695
ENSG00000171311	13	EXOSC1	protein_coding	ensembl_havana	chr10:97435909-97446017:-	847	956	608	1381	500	931
ENSG00000171307	19	ZDHHC16	protein_coding	ensembl_havana	chr10:97446170-97457370:+	709	1077	1070	1241	854	910
ENSG00000155229	21	MMS19	protein_coding	ensembl_havana	chr10:97458324-97498794:-	615	486	786	1473	1085	1420
ENSG00000165886	5	UBTD1	protein_coding	ensembl_havana	chr10:97498924-97571206:+	317	283	322	263	490	297
ENSG00000165887	12	ANKRD2	protein_coding	ensembl_havana	chr10:97572499-97583884:+	8	14	11	49	0	0
ENSG00000241935	9	HOGA1	protein_coding	ensembl_havana	chr10:97584323-97612802:+	51	48	38	92	533	197
ENSG00000249967	1	AL355315.1	protein_coding	havana	chr10:97584374-97673910:+	0	0	0	0	0	0
ENSG00000203942	5	C10orf62	protein_coding	havana	chr10:97589721-97590934:+	0	0	0	0	0	0
ENSG00000171160	18	MORN4	protein_coding	ensembl_havana	chr10:97614553-97633500:-	89	90	163	383	815	490
ENSG00000155252	13	PI4K2A	protein_coding	ensembl_havana	chr10:97640686-97676434:+	156	80	99	226	249	396
ENSG00000119986	7	AVPI1	protein_coding	ensembl_havana	chr10:97677424-97687241:-	672	669	715	479	1798	702
ENSG00000155254	13	MARVELD1	protein_coding	ensembl_havana	chr10:97713173-97718150:+	76	87	121	180	231	24
