"gene_id","gene_version","gene_name","gene_biotype","gene_source","location","chromosome","logFC","logCPM","LR","PValue","FDR"
"ENSG00000115084",15,"SLC35F5","protein_coding","ensembl_havana","chr2:113705011-113756693:-","2",-0.249254303005337,6.41114413959675,0.384583887857332,0.535160169335908,1
"ENSG00000162992",3,"NEUROD1","protein_coding","ensembl_havana","chr2:181673088-181680876:-","2",-0.455057884383276,4.86045988373882,0.384525649272049,0.535191082024247,1
"ENSG00000155324",10,"GRAMD2B","protein_coding","ensembl_havana","chr5:126360132-126496494:+","5",0.321803383038961,5.81919048763593,0.384470312572034,0.535220457412493,1
"ENSG00000214837",8,"LINC01347","transcribed_unprocessed_pseudogene","havana","chr1:243056307-243101744:-","1",-0.851802376323791,0.178284081447187,0.384410492328953,0.535252216173814,1
"ENSG00000234899",10,"SOX9-AS1","lncRNA","havana","chr17:72034107-72237203:-","17",1.22468208831508,0.987583002262753,0.384192908193341,0.535367761156478,1
"ENSG00000163382",12,"NAXE","protein_coding","ensembl_havana","chr1:156591762-156594299:+","1",0.233824323371264,7.43338976929736,0.384147811933104,0.535391714554609,1
"ENSG00000178977",3,"LINC00324","lncRNA","havana","chr17:8220642-8224043:-","17",-1.60874120084178,0.91213579085558,0.383983870443299,0.535478810365574,1
"ENSG00000224531",6,"SMIM13","protein_coding","ensembl_havana","chr6:11093834-11138733:+","6",-1.22559201126915,1.62717267739088,0.383893183411841,0.535526999953633,1
"ENSG00000229991",1,"AKR1B1P1","processed_pseudogene","havana","chr1:224574434-224575389:+","1",0.726844391500251,1.98432526133077,0.383891883013715,0.535527691020965,1
"ENSG00000142937",12,"RPS8","protein_coding","ensembl_havana","chr1:44775251-44778779:+","1",0.215142418916401,8.05499765850752,0.383851586322066,0.535549106594137,1
"ENSG00000171617",14,"ENC1","protein_coding","ensembl_havana","chr5:74627406-74641424:-","5",0.583104028676998,3.75520142470814,0.383625645772995,0.535669210938719,1
"ENSG00000244094",2,"SPRR2F","protein_coding","ensembl_havana","chr1:153112121-153113516:-","1",-0.851141704313198,1.03246104909609,0.383565765566676,0.535701049962026,1
"ENSG00000223653",6,"AL078459.1","lncRNA","havana","chr1:85276388-85448124:+","1",-0.840784904241956,0.518818094537768,0.383488480651116,0.535742148361137,1
"ENSG00000251158",1,"AC131392.2","unprocessed_pseudogene","havana","chr5:69898867-69903198:-","5",1.25587673056618,-0.865722186641243,0.383177615171931,0.535907517600968,1
"ENSG00000236453",5,"AC003092.1","lncRNA","havana","chr7:94022833-94066661:+","7",2.14521760998774,0.719623269850569,0.383061960094442,0.535969065619356,1
"ENSG00000129028",9,"THAP10","protein_coding","ensembl_havana","chr15:70881342-70892433:-","15",0.769129820291797,1.84208693000902,0.382951909320236,0.536027643135396,1
"ENSG00000101019",22,"UQCC1","protein_coding","ensembl_havana","chr20:35302566-35412031:-","20",-0.353699167750245,5.74582740344828,0.382883736214566,0.536063935963039,1
"ENSG00000152952",12,"PLOD2","protein_coding","ensembl_havana","chr3:146069440-146163653:-","3",0.234847909255368,7.76861968392069,0.382858580128644,0.536077329256774,1
"ENSG00000287608",1,"AC022137.4","lncRNA","havana_tagene","chr19:53434661-53473936:-","19",-1.46434457467856,-0.737771376841266,0.382758569106588,0.536130581913383,1
"ENSG00000228224",3,"NACA4P","transcribed_processed_pseudogene","havana","chr8:101361794-101372707:+","8",0.3185346038158,5.11422640951955,0.382742624054788,0.536139073030403,1
"ENSG00000011028",14,"MRC2","protein_coding","ensembl_havana","chr17:62627670-62693597:+","17",-0.798730014115303,1.69942175662309,0.382690053428998,0.536167069863888,1
"ENSG00000142303",14,"ADAMTS10","protein_coding","ensembl_havana","chr19:8580240-8610735:-","19",-1.40942211659895,0.954362176217862,0.382667910422829,0.5361788630637,1
"ENSG00000068305",17,"MEF2A","protein_coding","ensembl_havana","chr15:99565417-99716466:+","15",-0.685997103090912,3.30707597260318,0.382653498789612,0.536186538845435,1
"ENSG00000174483",20,"BBS1","protein_coding","ensembl_havana","chr11:66510606-66533613:+","11",-0.955732888316906,-1.11334610439193,0.382544805007669,0.53624443669261,1
"ENSG00000125378",16,"BMP4","protein_coding","ensembl_havana","chr14:53949736-53958761:-","14",-0.610165788194028,3.59335228257715,0.382416522087359,0.536312783706192,1
"ENSG00000123975",5,"CKS2","protein_coding","ensembl_havana","chr9:89311195-89316703:+","9",-0.77546743923081,2.55419665488514,0.382302274794215,0.536373666113088,1
"ENSG00000169733",12,"RFNG","protein_coding","ensembl_havana","chr17:82047902-82051831:-","17",1.15843176195351,1.55579916819478,0.382264985223139,0.536393540455492,1
"ENSG00000120533",13,"ENY2","protein_coding","ensembl_havana","chr8:109334324-109345954:+","8",-0.295628802185421,6.25780869505446,0.382207167814499,0.53642435823491,1
"ENSG00000253944",1,"AC027117.2","lncRNA","havana","chr8:17801345-17861069:+","8",1.26035761901995,0.707705812479223,0.382123550516876,0.536468933545902,1
"ENSG00000160695",14,"VPS11","protein_coding","ensembl_havana","chr11:119067692-119081978:+","11",0.365279978701495,5.05513608527849,0.382058700815026,0.536503508733153,1
"ENSG00000135378",4,"PRRG4","protein_coding","ensembl_havana","chr11:32829927-32858120:+","11",0.307166457608082,5.60514994610431,0.381890052025213,0.536593444305153,1
"ENSG00000102221",14,"JADE3","protein_coding","ensembl_havana","chrX:46912276-47061242:+","X",1.32651018030406,1.47942845792277,0.381785092783955,0.536649429918988,1
"ENSG00000145687",16,"SSBP2","protein_coding","ensembl_havana","chr5:81413021-81751797:-","5",-0.47525397777547,5.92227888412225,0.381562177949746,0.536768368727747,1
"ENSG00000287419",1,"AL121929.4","lncRNA","havana_tagene","chr10:103573157-103583687:-","10",-1.34444434907646,-0.840771178987152,0.38141622163402,0.536846271427716,1
"ENSG00000158286",13,"RNF207","protein_coding","ensembl_havana","chr1:6205475-6221299:+","1",0.995786098937295,2.7613964544507,0.381365044667611,0.536873591489046,1
"ENSG00000157985",19,"AGAP1","protein_coding","ensembl_havana","chr2:235494043-236131800:+","2",0.833025784508556,2.5936023666379,0.381206240671992,0.536958382759571,1
"ENSG00000254017",1,"IGHEP2","IG_C_pseudogene","havana","chr9:5113549-5114804:+","9",-1.28894115645381,0.907401581982328,0.381195761084763,0.536963979053044,1
"ENSG00000136044",12,"APPL2","protein_coding","ensembl_havana","chr12:105173297-105236203:-","12",-0.302639237537508,5.51203816796199,0.381100842180912,0.537014672343825,1
"ENSG00000272702",1,"AC010913.1","lncRNA","havana","chr2:73113018-73115907:+","2",-1.51738719544576,-0.426072761136927,0.381047703232301,0.537043056042123,1
"ENSG00000186318",16,"BACE1","protein_coding","ensembl_havana","chr11:117285207-117316259:-","11",0.585610459888265,3.02702895855034,0.380867238217323,0.537139470237378,1
"ENSG00000137338",5,"PGBD1","protein_coding","ensembl_havana","chr6:28281572-28302549:+","6",1.5058700101598,2.30335044372904,0.38036353175718,0.537408744513662,1
"ENSG00000178146",9,"AL672207.1","processed_pseudogene","havana","chrX:101778969-101780538:-","X",-0.297767928992429,5.34133662387995,0.380351675552641,0.537415085635435,1
"ENSG00000125944",20,"HNRNPR","protein_coding","ensembl_havana","chr1:23303771-23344336:-","1",0.251603343253789,6.69705345086552,0.38033509332481,0.537423954632145,1
"ENSG00000100722",20,"ZC3H14","protein_coding","ensembl_havana","chr14:88562970-88627596:+","14",-0.233694995628356,6.31398610674466,0.380238861042454,0.537475429691794,1
"ENSG00000277203",1,"F8A1","protein_coding","ensembl_havana","chrX:154886349-154888061:+","X",0.339507049667134,5.0952930544112,0.380139815831503,0.537528418788409,1
"ENSG00000213918",10,"DNASE1","protein_coding","ensembl_havana","chr16:3611728-3680143:+","16",-0.798407004992616,3.15267859863283,0.38012234988407,0.537537764042356,1
"ENSG00000196642",19,"RABL6","protein_coding","ensembl_havana","chr9:136807943-136841187:+","9",-0.966298754126943,1.56042843191751,0.380076599117833,0.537562244653267,1
"ENSG00000100380",14,"ST13","protein_coding","ensembl_havana","chr22:40824535-40856639:-","22",-0.222425344572873,7.29752727248932,0.380010501230807,0.53759761632218,1
"ENSG00000234769",7,"WASH4P","unprocessed_pseudogene","havana","chr16:14381-18068:-","16",-0.849209699900182,0.917213248088211,0.380003450330079,0.537601389796641,1
"ENSG00000063127",16,"SLC6A16","protein_coding","ensembl_havana","chr19:49289638-49325215:-","19",-1.41671391631714,-0.0813176261377276,0.379825071343205,0.53769687006504,1
"ENSG00000011009",11,"LYPLA2","protein_coding","ensembl_havana","chr1:23791145-23795539:+","1",0.231264736251178,6.92614547439446,0.379505571959882,0.537867964687617,1
"ENSG00000182973",18,"CNOT10","protein_coding","ensembl_havana","chr3:32685145-32773875:+","3",-0.439718764993507,4.40393560699355,0.379503750425114,0.537868940419697,1
"ENSG00000181915",5,"ADO","protein_coding","ensembl_havana","chr10:62804720-62808479:+","10",-1.14663928444365,-0.0395216149002816,0.379474350728331,0.537884689249589,1
"ENSG00000177463",15,"NR2C2","protein_coding","ensembl_havana","chr3:14947584-15053600:+","3",-0.85213115043607,3.35899261687398,0.379451905264665,0.537896713402337,1
"ENSG00000118515",11,"SGK1","protein_coding","ensembl_havana","chr6:134169246-134318112:-","6",-0.216648796710837,7.03349797536833,0.379392287760844,0.53792865319432,1
"ENSG00000213184",3,"AP003040.1","processed_pseudogene","havana","chr11:123017638-123018661:+","11",0.8161102204897,0.313346247955582,0.379336331325131,0.537958634736017,1
"ENSG00000120129",6,"DUSP1","protein_coding","ensembl_havana","chr5:172768096-172771195:-","5",-0.193314426156285,9.67560650098157,0.37924731589527,0.538006335622138,1
"ENSG00000186283",14,"TOR3A","protein_coding","ensembl_havana","chr1:179082070-179098023:+","1",0.354455749859047,6.08586939779345,0.379181186365258,0.538041777591769,1
"ENSG00000197905",9,"TEAD4","protein_coding","ensembl_havana","chr12:2959330-3040676:+","12",-0.862997121754675,1.54577675422813,0.378957742485794,0.538161563366433,1
"ENSG00000105427",10,"CNFN","protein_coding","ensembl_havana","chr19:42387019-42390297:-","19",-0.794061616272837,1.31450315142549,0.378685543166583,0.538307552201633,1
"ENSG00000144554",10,"FANCD2","protein_coding","ensembl_havana","chr3:10026414-10101930:+","3",-1.04044829479001,1.83461510454752,0.378345583261202,0.538489984739229,1
"ENSG00000061794",13,"MRPS35","protein_coding","ensembl_havana","chr12:27710822-27756295:+","12",0.239457460058895,6.27591142260009,0.378318968549129,0.538504271748671,1
"ENSG00000233254",1,"RPL21P134","processed_pseudogene","havana","chrX:75384346-75384828:+","X",0.286700794132501,5.77405226335233,0.377991686146402,0.538680016448549,1
"ENSG00000180628",15,"PCGF5","protein_coding","ensembl_havana","chr10:91163012-91284337:+","10",-0.344809064055694,5.67483448637604,0.377927850164273,0.538714307429025,1
"ENSG00000144381",17,"HSPD1","protein_coding","ensembl_havana","chr2:197486584-197516737:-","2",0.234298415764821,7.21340247914043,0.377872627382175,0.538743974848431,1
"ENSG00000108848",16,"LUC7L3","protein_coding","ensembl_havana","chr17:50719565-50756219:+","17",-0.251366728051747,5.91481574185306,0.377796347808438,0.538784959553033,1
"ENSG00000166770",11,"ZNF667-AS1","lncRNA","havana","chr19:56477250-56504362:+","19",0.378269483356917,4.55149099895585,0.377672868882073,0.538851316362425,1
"ENSG00000151470",13,"C4orf33","protein_coding","ensembl_havana","chr4:129093317-129116640:+","4",0.574078564084057,3.4479389973023,0.377665070247188,0.538855507802173,1
"ENSG00000082781",12,"ITGB5","protein_coding","ensembl_havana","chr3:124761948-124901418:-","3",0.523556525516202,4.05189888948593,0.377635213377751,0.538871555170561,1
"ENSG00000275672",1,"AC025580.3","lncRNA","havana","chr15:45378700-45380123:+","15",-1.85905509021929,-0.908603855469181,0.377630935895951,0.538873854288466,1
"ENSG00000185561",10,"TLCD2","protein_coding","ensembl_havana","chr17:1702816-1710377:-","17",1.16504476354017,1.15984287639213,0.377379526701847,0.539009016572788,1
"ENSG00000237440",9,"ZNF737","protein_coding","ensembl_havana","chr19:20535825-20565809:-","19",0.449204948269688,4.42996528136534,0.377295130688214,0.53905440335098,1
"ENSG00000228187",1,"AC093433.1","processed_pseudogene","havana","chr1:77194825-77195395:+","1",-0.85350807265888,0.853991390818218,0.377263282157503,0.539071532780278,1
"ENSG00000166848",7,"TERF2IP","protein_coding","ensembl_havana","chr16:75647773-75761872:+","16",-0.228994595779645,7.54087275116779,0.377226777429513,0.539091167725861,1
"ENSG00000158850",15,"B4GALT3","protein_coding","ensembl_havana","chr1:161171310-161177968:-","1",-0.23585671184315,6.28022678835234,0.377137914805999,0.539138970094102,1
"ENSG00000162390",17,"ACOT11","protein_coding","ensembl_havana","chr1:54542257-54639192:+","1",-0.6876903794882,2.91872283895112,0.376923444262329,0.539254373388573,1
"ENSG00000271133",5,"AC004130.2","lncRNA","havana","chr7:20328299-20331747:-","7",1.193365131458,1.09798408632092,0.376883073381807,0.539276101392888,1
"ENSG00000164825",4,"DEFB1","protein_coding","ensembl_havana","chr8:6870592-6877936:-","8",0.210902294813535,7.84438087663744,0.37686655696632,0.53928499115175,1
"ENSG00000136960",12,"ENPP2","protein_coding","ensembl_havana","chr8:119557086-119673453:-","8",0.717491435578137,3.49568941816025,0.37672462132133,0.539361397336856,1
"ENSG00000096401",8,"CDC5L","protein_coding","ensembl_havana","chr6:44387706-44450425:+","6",-0.292986991503946,6.09707349905352,0.376701800393704,0.539373684049459,1
"ENSG00000266978",1,"AC011511.2","lncRNA","havana","chr19:10252268-10285108:-","19",-0.85246491981791,-0.258234751708478,0.37652108157099,0.539471000569088,1
"ENSG00000137185",12,"ZSCAN9","protein_coding","ensembl_havana","chr6:28224886-28233482:+","6",0.52003824370892,4.15311611527626,0.37647886483116,0.539493738783265,1
"ENSG00000227124",11,"ZNF717","protein_coding","ensembl_havana","chr3:75678660-75785583:-","3",0.772950458941923,2.08105312403425,0.376355281836236,0.539560311487346,1
"ENSG00000088833",17,"NSFL1C","protein_coding","ensembl_havana","chr20:1442162-1473842:-","20",0.266001191828256,6.76395794977063,0.376293741332404,0.539593468243174,1
"ENSG00000148655",15,"LRMDA","protein_coding","ensembl_havana","chr10:75431624-76560168:+","10",0.393187868225289,4.64694535405631,0.376140772488455,0.53967590087346,1
"ENSG00000198740",8,"ZNF652","protein_coding","ensembl_havana","chr17:49289206-49362473:-","17",-0.658842883014014,2.66153802069801,0.376013853786921,0.539744312980964,1
"ENSG00000111231",9,"GPN3","protein_coding","ensembl_havana","chr12:110452486-110469268:-","12",-0.477504412312277,5.20499102754993,0.375822268656862,0.539847611882337,1
"ENSG00000175544",13,"CABP4","protein_coding","ensembl_havana","chr11:67452406-67460313:+","11",0.896927491725857,1.79140965094725,0.375587970416762,0.539973990096036,1
"ENSG00000006652",14,"IFRD1","protein_coding","ensembl_havana","chr7:112422968-112481017:+","7",1.0854012888402,5.98066015273672,0.375585546578804,0.539975297774236,1
"ENSG00000128739",22,"SNRPN","protein_coding","ensembl_havana","chr15:24823637-24978723:+","15",0.207577967453278,8.16204144485535,0.375583333456746,0.539976491774745,1
"ENSG00000253159",3,"PCDHGA12","protein_coding","ensembl_havana","chr5:141430507-141512975:+","5",1.99872963676285,-0.203907146141987,0.37557732597605,0.53997973289241,1
"ENSG00000187837",4,"H1-2","protein_coding","havana","chr6:26055740-26056470:-","6",0.341387762417434,5.32108675482433,0.375335650416176,0.540110149728232,1
"ENSG00000187118",14,"CMC1","protein_coding","ensembl_havana","chr3:28241584-28325142:+","3",-0.717857693260099,2.27363270960412,0.37532540899776,0.540115677641758,1
"ENSG00000232931",6,"LINC00342","lncRNA","havana","chr2:95807052-95835003:-","2",-0.649739560434571,3.6461104286283,0.375258952923865,0.540151550528552,1
"ENSG00000114686",9,"MRPL3","protein_coding","ensembl_havana","chr3:131462212-131502983:-","3",-0.242291511553708,6.57493125102834,0.375231318151301,0.540166469022389,1
"ENSG00000153044",10,"CENPH","protein_coding","ensembl_havana","chr5:69189574-69210357:+","5",-0.670198656590622,2.53461954618838,0.375064791102817,0.540256383813492,1
"ENSG00000167799",10,"NUDT8","protein_coding","ensembl_havana","chr11:67627938-67629937:-","11",0.621086895643269,2.94678027510805,0.375017183955928,0.540282093911873,1
"ENSG00000166492",9,"FAM86GP","unprocessed_pseudogene","havana","chr11:3410352-3422496:-","11",-1.35675903098914,-1.2152585907856,0.37492141157458,0.540333822300485,1
"ENSG00000148450",13,"MSRB2","protein_coding","ensembl_havana","chr10:23095579-23122013:+","10",0.288863294361327,5.65926212832344,0.374814450027586,0.540391604898068,1
"ENSG00000155252",13,"PI4K2A","protein_coding","ensembl_havana","chr10:97640686-97676434:+","10",-0.595316261590082,3.16727569322364,0.374775008995319,0.540412914530565,1
"ENSG00000104412",8,"EMC2","protein_coding","ensembl_havana","chr8:108443601-108489196:+","8",-0.286184821854645,5.48961491371627,0.374656280631427,0.54047707169623,1
"ENSG00000240509",1,"RPL34P18","processed_pseudogene","havana","chr8:93957338-93957691:-","8",0.264021914840032,5.73060670749668,0.374549402902899,0.54053483709491,1
"ENSG00000272384",1,"AC016405.3","lncRNA","havana","chr8:122779971-122780830:-","8",1.22531639082145,-0.721233644381912,0.37451869182208,0.540551437950814,1
"ENSG00000147677",11,"EIF3H","protein_coding","ensembl_havana","chr8:116642130-116766925:-","8",0.249578788927247,6.67644840943069,0.374500525352516,0.540561258265188,1
"ENSG00000232119",8,"MCTS1","protein_coding","ensembl_havana","chrX:120594010-120621159:+","X",0.260740598873822,5.84125972152009,0.374449803191723,0.540588679060942,1
"ENSG00000261315",2,"LARP4P","transcribed_processed_pseudogene","havana","chr15:36617089-36619265:+","15",1.04315886272354,-0.0378387178059639,0.374323242749258,0.540657109755562,1
"ENSG00000145293",16,"ENOPH1","protein_coding","ensembl_havana","chr4:82430590-82461177:+","4",-0.269841680207028,6.09890896221366,0.374321538608868,0.54065803128552,1
"ENSG00000265018",6,"AGAP12P","transcribed_unprocessed_pseudogene","ensembl_havana","chr10:48009873-48031640:-","10",0.926742168012736,-0.423191587326675,0.374286367248779,0.540677051173356,1
"ENSG00000271095",1,"BNIP3P28","processed_pseudogene","havana","chr19:21997648-21998840:+","19",1.19401930019283,-1.58686507474094,0.374222107362403,0.540711804659985,1
"ENSG00000185950",9,"IRS2","protein_coding","ensembl_havana","chr13:109752695-109786583:-","13",0.576787493837459,2.9748764434354,0.374144975008301,0.54075352534101,1
"ENSG00000116030",17,"SUMO1","protein_coding","ensembl_havana","chr2:202206182-202238599:-","2",0.211302082406103,7.19890992744422,0.374110163660319,0.540772356640089,1
"ENSG00000175711",8,"B3GNTL1","protein_coding","ensembl_havana","chr17:82942155-83051810:-","17",-1.60678211801258,0.285236896864067,0.374091981356073,0.540782192888634,1
"ENSG00000256211",1,"AC023512.1","processed_pseudogene","havana","chr12:16989126-16989936:+","12",0.255006050784801,5.76976917389372,0.373964856779034,0.540850973819439,1
"ENSG00000179950",14,"PUF60","protein_coding","ensembl_havana","chr8:143816344-143829352:-","8",0.274084040902976,7.99044718448674,0.373854850739122,0.540910505706601,1
"ENSG00000282386",1,"AL358472.4","lncRNA","havana","chr1:153964361-153965070:+","1",-1.32390075782222,-0.560712988429757,0.373559568889755,0.541070362685527,1
"ENSG00000166415",15,"WDR72","protein_coding","ensembl_havana","chr15:53513741-53762878:-","15",-0.543427977279945,4.08886408370541,0.373410434616567,0.541151132616144,1
"ENSG00000160181",9,"TFF2","protein_coding","ensembl_havana","chr21:42346357-42350997:-","21",-0.875196647478906,2.47964946678003,0.37312104476067,0.541307927067379,1
"ENSG00000116161",18,"CACYBP","protein_coding","ensembl_havana","chr1:174999163-175012027:+","1",0.249420515565666,5.93019969804939,0.373118675751458,0.541309210965857,1
"ENSG00000166200",15,"COPS2","protein_coding","ensembl_havana","chr15:49106068-49155661:-","15",-0.265418723268014,5.77733962066753,0.373045578642691,0.541348829124735,1
"ENSG00000161714",12,"PLCD3","protein_coding","ensembl_havana","chr17:45108959-45133354:-","17",1.495091184293,1.60319298251526,0.373022941692098,0.541361099285938,1
"ENSG00000279225",1,"AC138305.3","TEC","havana","chr16:63397707-63397946:+","16",-0.875794992542227,-0.842607949064008,0.372976636078597,0.541386200431407,1
"ENSG00000079156",17,"OSBPL6","protein_coding","ensembl_havana","chr2:178194481-178402893:+","2",-1.82355836790616,-0.777233518671112,0.372829850980741,0.541465783200119,1
"ENSG00000120008",16,"WDR11","protein_coding","ensembl_havana","chr10:120851305-120909524:+","10",-0.390624271063106,4.80284710488379,0.372801393062289,0.541481214775393,1
"ENSG00000118518",15,"RNF146","protein_coding","ensembl_havana","chr6:127266610-127288567:+","6",-0.746828927144394,2.77669388548682,0.372638168572847,0.541569740419418,1
"ENSG00000152229",18,"PSTPIP2","protein_coding","ensembl_havana","chr18:45983536-46072272:-","18",-0.394154647696101,4.35000321769397,0.372536938506421,0.541624656439882,1
"ENSG00000264311",1,"CCDC58P1","processed_pseudogene","havana","chr18:10623876-10624305:-","18",-1.07507268056033,-1.25886354453653,0.372523852925015,0.541631755948406,1
"ENSG00000124523",16,"SIRT5","protein_coding","ensembl_havana","chr6:13574529-13615158:+","6",0.3741993930563,4.59419813683572,0.372213448921528,0.541800214092286,1
"ENSG00000072849",11,"DERL2","protein_coding","ensembl_havana","chr17:5471254-5486811:-","17",0.245394848962986,6.05433297835115,0.372194695036299,0.541810395027465,1
"ENSG00000241416",1,"KRT8P13","processed_pseudogene","havana","chr3:170495627-170496636:+","3",0.430850526602432,4.04421915521951,0.372132689454904,0.54184405854784,1
"ENSG00000096872",16,"IFT74","protein_coding","ensembl_havana","chr9:26947039-27062930:+","9",0.375879538348691,4.52045687455376,0.371963606501666,0.541935875123561,1
"ENSG00000197147",13,"LRRC8B","protein_coding","ensembl_havana","chr1:89524836-89597864:+","1",-0.463814388550976,4.09896942963639,0.37194498530377,0.54194598868327,1
"ENSG00000149823",9,"VPS51","protein_coding","ensembl_havana","chr11:65089324-65111862:+","11",-0.298725854928986,6.32173677267028,0.371931901111786,0.541953095187723,1
"ENSG00000148411",8,"NACC2","protein_coding","ensembl_havana","chr9:136006537-136095289:-","9",0.745042266693587,3.62620810051822,0.371833155447556,0.542006733110435,1
"ENSG00000148444",16,"COMMD3","protein_coding","ensembl_havana","chr10:22316386-22320306:+","10",0.311966277883867,5.43659816033079,0.371715862030996,0.542070458733628,1
"ENSG00000186469",8,"GNG2","protein_coding","ensembl_havana","chr14:51826195-51979342:+","14",-0.714876885750455,2.95800946178905,0.371670952892163,0.542094861562041,1
"ENSG00000138613",14,"APH1B","protein_coding","ensembl_havana","chr15:63276018-63309126:+","15",-0.374233666057865,5.36131699074148,0.371631913448844,0.542116076545281,1
"ENSG00000133433",10,"GSTT2B","protein_coding","ensembl_havana","chr22:23957414-23961186:-","22",1.2637137635411,0.427535523681902,0.371238878687188,0.54232974638938,1
"ENSG00000077514",9,"POLD3","protein_coding","ensembl_havana","chr11:74493851-74669117:+","11",0.425033764491363,4.62690709597627,0.371039091407031,0.54243841842719,1
"ENSG00000034713",8,"GABARAPL2","protein_coding","ensembl_havana","chr16:75566375-75577881:+","16",0.216469045252015,7.12156025290651,0.370828055499462,0.542553252602055,1
"ENSG00000250312",8,"ZNF718","protein_coding","ensembl_havana","chr4:124501-202303:+","4",-0.583515558924686,3.47052412766609,0.370792581831207,0.542572559825518,1
"ENSG00000141456",16,"PELP1","protein_coding","ensembl_havana","chr17:4669774-4704337:-","17",-1.44722399633127,1.09583763449815,0.370511654419657,0.542725504678234,1
"ENSG00000093144",19,"ECHDC1","protein_coding","ensembl_havana","chr6:127288712-127343609:-","6",-0.229784113354505,6.28875009991507,0.370498110039025,0.542732880631144,1
"ENSG00000158604",15,"TMED4","protein_coding","ensembl_havana","chr7:44577894-44582287:-","7",0.21138203650563,7.32197942778781,0.370488034589282,0.542738367605274,1
"ENSG00000185009",12,"AP3M1","protein_coding","ensembl_havana","chr10:74120255-74151063:-","10",-0.274677330299071,5.52098348752472,0.370430222140847,0.542769853576997,1
"ENSG00000100330",16,"MTMR3","protein_coding","ensembl_havana","chr22:29883169-30030868:+","22",-0.706425932235804,2.50906622690025,0.370212905646403,0.542888239197788,1
"ENSG00000287126",1,"AC108488.3","lncRNA","havana_tagene","chr2:3568505-3575100:-","2",0.840877333791488,0.52807043937032,0.370200944954674,0.542894756302234,1
"ENSG00000170653",19,"ATF7","protein_coding","ensembl_havana","chr12:53507856-53626410:-","12",-0.464676352469433,4.00510184730946,0.370164478638138,0.542914626845575,1
"ENSG00000226855",1,"RPSAP17","processed_pseudogene","havana","chr1:154378207-154379089:-","1",-0.796065655485266,1.27566053121684,0.369922937346334,0.543046276879593,1
"ENSG00000254270",1,"ERHP1","processed_pseudogene","havana","chr7:139534240-139534549:+","7",-0.811207159946111,0.883724853478879,0.369922427795628,0.543046554668119,1
"ENSG00000240350",3,"SOCAR","lncRNA","havana","chr2:111491272-111570974:+","2",1.48281929499697,-1.21765862480474,0.369915294505928,0.543050443505925,1
"ENSG00000136153",20,"LMO7","protein_coding","ensembl_havana","chr13:75620434-75859870:+","13",-0.346418063991146,5.29306744820901,0.369820270133438,0.543102252607021,1
"ENSG00000188186",10,"LAMTOR4","protein_coding","ensembl_havana","chr7:100148907-100155944:+","7",0.25933136715546,6.27187391153474,0.369753244658221,0.543138801659032,1
"ENSG00000198482",13,"ZNF808","protein_coding","ensembl_havana","chr19:52527652-52564464:+","19",0.678273639057505,3.58115607495911,0.369577921468625,0.543234427014412,1
"ENSG00000165630",14,"PRPF18","protein_coding","ensembl_havana","chr10:13586939-13630859:+","10",-0.527705441776903,3.32427654506696,0.36926581187141,0.543404735765126,1
"ENSG00000223861",1,"AL365436.1","processed_pseudogene","havana","chr1:151557446-151557940:+","1",0.890629296643823,-0.392329893312303,0.369195119659531,0.543443324051772,1
"ENSG00000144655",15,"CSRNP1","protein_coding","ensembl_havana","chr3:39141855-39154562:-","3",0.356694697176157,4.5692480550706,0.369049540410353,0.543522806363297,1
"ENSG00000124209",4,"RAB22A","protein_coding","ensembl_havana","chr20:58309715-58367507:+","20",-0.426271668534197,4.5319973223648,0.368993854678152,0.543553214933905,1
"ENSG00000205220",12,"PSMB10","protein_coding","ensembl_havana","chr16:67934506-67936864:-","16",0.22801705330896,6.53580681769574,0.368935966459844,0.54358482955667,1
"ENSG00000063761",16,"ADCK1","protein_coding","ensembl_havana","chr14:77800109-77935014:+","14",-1.3958931244295,2.75324104509317,0.368934444634417,0.543585660720413,1
"ENSG00000235363",1,"SNRPGP10","processed_pseudogene","havana","chr1:205351247-205351471:+","1",0.512341963124927,3.3902608990709,0.368895599042908,0.543606877514231,1
"ENSG00000139278",10,"GLIPR1","protein_coding","ensembl_havana","chr12:75480753-75503863:+","12",0.508648460042211,4.06089994868993,0.368871774009065,0.543619891094423,1
"ENSG00000186635",14,"ARAP1","protein_coding","ensembl_havana","chr11:72685069-72793599:-","11",-0.502299174460658,3.60449523207291,0.368811986701207,0.543652550325389,1
"ENSG00000081386",12,"ZNF510","protein_coding","ensembl_havana","chr9:96755865-96778129:-","9",-0.789868039426859,2.47073197211337,0.368443567723352,0.543853881739116,1
"ENSG00000105971",15,"CAV2","protein_coding","ensembl_havana","chr7:116287380-116508541:+","7",-0.21067557922076,7.22585236890233,0.368407555270551,0.543873569000024,1
"ENSG00000169609",14,"C15orf40","protein_coding","ensembl_havana","chr15:82988441-83011641:-","15",-0.38465550015673,4.49345120739223,0.368290425753951,0.543937610384118,1
"ENSG00000213963",6,"AC019080.1","lncRNA","havana","chr2:177283508-177392691:-","2",1.53668985977736,-1.14560749977187,0.368269223930602,0.543949204119021,1
"ENSG00000267620",1,"AC090771.1","processed_pseudogene","havana","chr18:60196555-60198172:+","18",-0.817814901948858,0.420784304347612,0.367983728214842,0.544105365448054,1
