"gene_id","gene_version","gene_name","gene_biotype","gene_source","location","chromosome","logFC","logCPM","F","PValue","FDR"
"ENSG00000121413",12,"ZSCAN18","protein_coding","ensembl_havana","chr19:58083838-58118427:-","19",0.305910730397298,5.92082407890342,0.857788425805346,0.389931779176616,0.817722060559668
"ENSG00000287393",1,"AL591468.1","lncRNA","havana_tagene","chr6:137900585-137903576:-","6",5.30199085634931,-1.67621310317595,0.853399061643093,0.389946545169324,0.817722060559668
"ENSG00000226328",7,"NUP50-DT","lncRNA","havana","chr22:45133020-45163781:-","22",0.764227359387515,2.08849024404515,0.85876230334587,0.389961651435077,0.817722060559668
"ENSG00000049618",24,"ARID1B","protein_coding","ensembl_havana","chr6:156776020-157210779:+","6",-0.472141342227296,3.9865334307746,0.85709755668062,0.390181388237522,0.81775887034146
"ENSG00000178796",13,"RIIAD1","protein_coding","ensembl_havana","chr1:151710433-151729805:+","1",-1.5023077151681,-0.325264414225057,0.828811645795969,0.390208152486573,0.81775887034146
"ENSG00000226098",4,"SEC11B","processed_pseudogene","havana","chr8:54522799-54523297:-","8",0.462063023335618,3.32910498248179,0.85679321542533,0.390282971529553,0.81775887034146
"ENSG00000166326",7,"TRIM44","protein_coding","ensembl_havana","chr11:35662775-35818007:+","11",-0.307445208890585,6.57575385335012,0.856267296295922,0.390324895400684,0.81775887034146
"ENSG00000134193",15,"REG4","protein_coding","ensembl_havana","chr1:119794017-119811580:-","1",4.38789512535724,-0.466440770978565,0.885533721069621,0.390335184692888,0.81775887034146
"ENSG00000116030",17,"SUMO1","protein_coding","ensembl_havana","chr2:202206182-202238599:-","2",0.209701827886719,7.19901544293001,0.855845795652412,0.390433392090643,0.81775887034146
"ENSG00000213493",3,"ACTN4P1","processed_pseudogene","havana","chr4:116598161-116599611:+","4",0.685954353009649,1.54830669124684,0.855384170787409,0.390434441854476,0.81775887034146
"ENSG00000100403",12,"ZC3H7B","protein_coding","ensembl_havana","chr22:41301525-41360147:+","22",0.848825989827129,3.6924065591803,0.856101519015019,0.390466382614584,0.81775887034146
"ENSG00000152661",9,"GJA1","protein_coding","ensembl_havana","chr6:121435595-121449727:+","6",0.468876175418211,5.07533274868642,0.855501170227284,0.390529946717061,0.81775887034146
"ENSG00000236287",8,"ZBED5","protein_coding","ensembl_havana","chr11:10812074-10858796:-","11",-0.321339689432319,5.37455386311635,0.855438891911932,0.390543471514055,0.81775887034146
"ENSG00000182793",11,"GSTA5","protein_coding","ensembl_havana","chr6:52831655-52846095:-","6",-0.66597541612356,0.566326254555439,0.840317838304644,0.390566291750614,0.81775887034146
"ENSG00000272140",2,"AC022400.6","lncRNA","havana","chr10:73703735-73713581:-","10",-1.29820639684358,-0.863353768415837,0.850842383042813,0.390606938847707,0.81775887034146
"ENSG00000134627",12,"PIWIL4","protein_coding","ensembl_havana","chr11:94543840-94621421:+","11",-0.570851509396694,3.43062737630909,0.855866304903788,0.390621354401919,0.81775887034146
"ENSG00000136149",6,"RPL13AP25","processed_pseudogene","havana","chr13:54440704-54441315:-","13",0.269562048020889,5.66018245300849,0.855128507055027,0.39062232683573,0.81775887034146
"ENSG00000067221",14,"STOML1","protein_coding","ensembl_havana","chr15:73978926-73994622:-","15",-0.55675314395083,5.82570844285,0.855024847658815,0.390649426477728,0.81775887034146
"ENSG00000244921",2,"MTCYBP18","processed_pseudogene","havana","chr5:134923303-134924049:-","5",0.536663900188132,3.26676198134658,0.855291106144607,0.39070153381074,0.817766725159639
"ENSG00000099956",20,"SMARCB1","protein_coding","ensembl_havana","chr22:23786931-23838009:+","22",0.291053321905863,5.48801350796401,0.854667760203853,0.390742542428207,0.817766725159639
"ENSG00000122705",17,"CLTA","protein_coding","ensembl_havana","chr9:36190856-36304781:+","9",0.193994716231265,7.66638331329991,0.853989066482646,0.390915428440022,0.817782236500018
"ENSG00000073331",18,"ALPK1","protein_coding","ensembl_havana","chr4:112285509-112442621:+","4",-0.40341676284874,4.61176035534716,0.853986186433601,0.390934264751011,0.817782236500018
"ENSG00000122863",6,"CHST3","protein_coding","ensembl_havana","chr10:71964395-72013558:+","10",-0.5041456859517,3.30222335043914,0.854811321842164,0.390951282447417,0.817782236500018
"ENSG00000165092",13,"ALDH1A1","protein_coding","ensembl_havana","chr9:72900671-73080442:-","9",-0.239037596090284,8.23103178529106,0.853847084501637,0.390952082866665,0.817782236500018
"ENSG00000171700",14,"RGS19","protein_coding","ensembl_havana","chr20:64073181-64079988:-","20",-0.857370180063848,2.48049248281115,0.853485139692575,0.390973367357401,0.817782236500018
"ENSG00000127412",7,"TRPV5","protein_coding","ensembl_havana","chr7:142908101-142933746:-","7",-0.789909072945908,-0.230055404007082,0.816217393466238,0.391237485800251,0.818136443353639
"ENSG00000164825",4,"DEFB1","protein_coding","ensembl_havana","chr8:6870592-6877936:-","8",0.209370434119304,7.84429642844473,0.852737605223629,0.391240845015894,0.818136443353639
"ENSG00000117305",15,"HMGCL","protein_coding","ensembl_havana","chr1:23801885-23838620:-","1",0.219173102737615,7.19853017309438,0.852447400905561,0.391316954878884,0.818136443353639
"ENSG00000141456",16,"PELP1","protein_coding","ensembl_havana","chr17:4669774-4704337:-","17",-1.45601015023536,1.0954354769246,0.833792013115465,0.391321518146528,0.818136443353639
"ENSG00000166311",10,"SMPD1","protein_coding","ensembl_havana","chr11:6390440-6394998:+","11",-0.546831848123671,2.91626760890573,0.852714674029818,0.391430118542916,0.818228237740882
"ENSG00000215317",2,"THUMPD1P1","processed_pseudogene","havana","chr21:28901779-28903697:-","21",0.775850420419325,-0.262049782012195,0.816155676978945,0.391555439258007,0.818228237740882
"ENSG00000267002",4,"AC060780.1","lncRNA","havana","chr17:43148368-43171037:-","17",-0.816453773557571,2.74306638419096,0.842726433078321,0.391558968004492,0.818228237740882
"ENSG00000148572",16,"NRBF2","protein_coding","ensembl_havana","chr10:63133247-63155031:+","10",0.431416428626589,4.85818190482274,0.851387937427969,0.391602640306777,0.818228237740882
"ENSG00000136810",13,"TXN","protein_coding","ensembl_havana","chr9:110243810-110256507:-","9",0.195162751630461,7.7355552145059,0.851318427577084,0.391610816491356,0.818228237740882
"ENSG00000104812",15,"GYS1","protein_coding","ensembl_havana","chr19:48968130-48993310:-","19",-0.436317801431441,4.25179026425013,0.850958545907052,0.391729401344281,0.818228237740882
"ENSG00000154080",14,"CHST9","protein_coding","ensembl_havana","chr18:26906481-27185308:-","18",-1.01707241853918,4.2822935397083,0.850666427562056,0.391806681228382,0.818228237740882
"ENSG00000100632",11,"ERH","protein_coding","ensembl_havana","chr14:69380128-69398299:-","14",-0.321806643862342,5.30599091344137,0.85050447214372,0.39183192217621,0.818228237740882
"ENSG00000229117",9,"RPL41","protein_coding","ensembl_havana","chr12:56116590-56117967:+","12",0.247182105550344,6.58747815017781,0.850471742320101,0.391832770742445,0.818228237740882
"ENSG00000158792",16,"SPATA2L","protein_coding","ensembl_havana","chr16:89696357-89701705:-","16",-0.611417116410059,3.74111840645626,0.850660909554485,0.391859551337363,0.818228237740882
"ENSG00000241295",1,"ZBTB20-AS2","lncRNA","havana","chr3:114684580-114687609:+","3",-2.96953845790258,-1.42005917045794,0.829587475196826,0.391865170652482,0.818228237740882
"ENSG00000107874",11,"CUEDC2","protein_coding","ensembl_havana","chr10:102423245-102432584:-","10",0.30926017728553,6.44947128022274,0.850153899314209,0.391915935837741,0.818228237740882
"ENSG00000065613",15,"SLK","protein_coding","ensembl_havana","chr10:103967140-104029233:+","10",-0.617368213039417,3.6874439624049,0.850474857925527,0.391946615685407,0.818228237740882
"ENSG00000115504",14,"EHBP1","protein_coding","ensembl_havana","chr2:62673851-63046487:+","2",0.619418722919313,3.90195454665688,0.849982660495871,0.392091012853517,0.818436327240541
"ENSG00000204311",15,"PJVK","protein_coding","ensembl_havana","chr2:178451346-178462102:+","2",-1.24404686231244,1.32478107572129,0.835809294577957,0.392300652996153,0.818579319910045
"ENSG00000133193",12,"FAM104A","protein_coding","ensembl_havana","chr17:73207353-73236753:-","17",-0.404478446620868,5.67095839004909,0.848562023155974,0.392334531153938,0.818579319910045
"ENSG00000105404",11,"RABAC1","protein_coding","ensembl_havana","chr19:41956681-41959321:-","19",0.326493136910153,6.04077008205777,0.848480245111424,0.392354386873781,0.818579319910045
"ENSG00000196526",10,"AFAP1","protein_coding","ensembl_havana","chr4:7758714-7939926:-","4",0.398907338892178,4.53478863988998,0.848282001951467,0.392419731059807,0.818579319910045
"ENSG00000100722",20,"ZC3H14","protein_coding","ensembl_havana","chr14:88562970-88627596:+","14",-0.239992758891676,6.31420631855005,0.848151382601369,0.392440678108341,0.818579319910045
"ENSG00000105971",15,"CAV2","protein_coding","ensembl_havana","chr7:116287380-116508541:+","7",-0.210735845701959,7.22571559171872,0.847868356406037,0.392512863943567,0.818579319910045
"ENSG00000157306",14,"ZFHX2-AS1","lncRNA","havana","chr14:23511760-23560778:+","14",-1.41136462137309,-0.482983676253441,0.820452028260329,0.392534143476939,0.818579319910045
"ENSG00000124120",11,"TTPAL","protein_coding","ensembl_havana","chr20:44475874-44494603:+","20",-0.503892926529168,4.56094125399233,0.847633784896066,0.392605403158203,0.818579319910045
"ENSG00000226174",7,"TEX22","protein_coding","ensembl_havana","chr14:105398538-105450106:+","14",-1.46514373629586,0.132976526571188,0.810703248611399,0.392619888129563,0.818579319910045
"ENSG00000064886",14,"CHI3L2","protein_coding","ensembl_havana","chr1:111200771-111243440:+","1",-0.333942843074479,6.76913070591767,0.847359819106806,0.392646396447993,0.818579319910045
"ENSG00000153347",10,"FAM81B","protein_coding","ensembl_havana","chr5:95391366-95450454:+","5",-3.12427534475937,0.183131244776134,0.833701105043268,0.392764140699058,0.818579319910045
"ENSG00000260565",7,"ERVK13-1","lncRNA","havana","chr16:2660348-2682379:-","16",1.82951129394616,1.00435701324123,0.823721529431718,0.392797829522427,0.818579319910045
"ENSG00000264070",1,"DND1P1","processed_pseudogene","havana","chr17:45585871-45586929:+","17",1.73024736464942,-1.15738758480334,0.828474929158277,0.392833445580489,0.818579319910045
"ENSG00000185158",12,"LRRC37B","protein_coding","ensembl_havana","chr17:32007872-32053504:+","17",-1.05794281995308,-0.181408646671975,0.809180256734839,0.392886037125586,0.818579319910045
"ENSG00000069764",10,"PLA2G10","protein_coding","ensembl_havana","chr16:14672548-14694308:-","16",-1.37848991069116,0.389864673270111,0.816724316620424,0.392901739900248,0.818579319910045
"ENSG00000090382",7,"LYZ","protein_coding","ensembl_havana","chr12:69348381-69354234:+","12",-0.298041496000977,6.19642650818861,0.846389293770643,0.392903374264246,0.818579319910045
"ENSG00000103226",18,"NOMO3","protein_coding","ensembl_havana","chr16:16232528-16294811:+","16",-0.364320024781432,5.47591236337476,0.846245879062241,0.392942576417217,0.818579319910045
"ENSG00000176994",11,"SMCR8","protein_coding","ensembl_havana","chr17:18315293-18328056:+","17",-1.00401717211305,2.33927450566934,0.845539693197612,0.392964588827978,0.818579319910045
"ENSG00000184838",15,"PRR16","protein_coding","ensembl_havana","chr5:120464300-120687332:+","5",-1.0159894326242,-0.927121018449141,0.912826485554165,0.393113799369111,0.81879694503852
"ENSG00000196586",16,"MYO6","protein_coding","ensembl_havana","chr6:75749192-75919537:+","6",-0.283930983225419,8.2122307987352,0.845336873336077,0.39317588677529,0.818833076895921
"ENSG00000140497",16,"SCAMP2","protein_coding","ensembl_havana","chr15:74843730-74873365:-","15",0.226210746996341,6.54663104964041,0.844962124731767,0.393275673770575,0.818936137102934
"ENSG00000134744",14,"TUT4","protein_coding","ensembl_havana","chr1:52408282-52553487:-","1",-0.372266955512005,4.41107681631726,0.844304414014932,0.393506040944932,0.818936137102934
"ENSG00000256625",1,"AC092747.2","unprocessed_pseudogene","havana","chr12:27121910-27147664:+","12",0.748749497904051,-0.364183811116302,0.803974686249734,0.393790836587644,0.818936137102934
"ENSG00000153292",16,"ADGRF1","protein_coding","ensembl_havana","chr6:46997708-47042350:-","6",-0.362533326656831,6.51718231052733,0.842398345014103,0.39394970666211,0.818936137102934
"ENSG00000185049",16,"NELFA","protein_coding","ensembl_havana","chr4:1982717-2041903:-","4",-0.296283397336067,5.40039446326102,0.842256781784174,0.3939904582177,0.818936137102934
"ENSG00000136840",19,"ST6GALNAC4","protein_coding","ensembl_havana","chr9:127907886-127917041:-","9",0.435503644856272,5.48096240686884,0.842157693195244,0.394017065967836,0.818936137102934
"ENSG00000141556",21,"TBCD","protein_coding","ensembl_havana","chr17:82752065-82945914:+","17",0.365404632801105,5.03500770917829,0.842057123857262,0.394046534938054,0.818936137102934
"ENSG00000186187",12,"ZNRF1","protein_coding","ensembl_havana","chr16:74999024-75110994:+","16",-0.906986313614414,1.41204345917206,0.834677882987626,0.39415319386634,0.818936137102934
"ENSG00000243071",1,"AC107032.1","processed_pseudogene","havana","chr12:76660405-76660884:+","12",0.633555839197826,-0.694693934366182,0.799096206918743,0.394161089614543,0.818936137102934
"ENSG00000117242",7,"PINK1-AS","lncRNA","havana","chr1:20642657-20652193:-","1",0.688406556837046,0.501789930637905,0.821808614308822,0.394193961629639,0.818936137102934
"ENSG00000106868",17,"SUSD1","protein_coding","ensembl_havana","chr9:112040783-112175297:-","9",-0.819144292491169,4.00224187246413,0.841728284715989,0.394203925320367,0.818936137102934
"ENSG00000279747",1,"AC130456.6","TEC","havana","chr16:19503861-19504625:+","16",-0.577069100390187,0.604809327408636,0.820501720172858,0.394220120765005,0.818936137102934
"ENSG00000196369",11,"SRGAP2B","protein_coding","ensembl_havana","chr1:144887265-145095528:-","1",-0.6912208737917,2.03986056547756,0.841097718682025,0.394302975298972,0.818936137102934
"ENSG00000241416",1,"KRT8P13","processed_pseudogene","havana","chr3:170495627-170496636:+","3",0.417240654327925,4.04401686705713,0.841084226752854,0.394319828460732,0.818936137102934
"ENSG00000163932",15,"PRKCD","protein_coding","ensembl_havana","chr3:53156009-53192717:+","3",0.464747332342348,4.81302892312737,0.841013860898635,0.394342340429296,0.818936137102934
"ENSG00000147162",14,"OGT","protein_coding","ensembl_havana","chrX:71533104-71575892:+","X",0.497979886738544,5.31862227792082,0.840909059968492,0.394351627780072,0.818936137102934
"ENSG00000227632",2,"AC018804.1","unprocessed_pseudogene","havana","chr2:130202312-130212628:+","2",0.701706557912001,1.65154459737228,0.838902752931541,0.394363023521149,0.818936137102934
"ENSG00000159763",4,"PIP","protein_coding","ensembl_havana","chr7:143132077-143139739:+","7",1.14426885131028,0.190213355011163,0.864192591785694,0.394478923851794,0.818936137102934
"ENSG00000137878",17,"GCOM1","protein_coding","ensembl_havana","chr15:57591908-57714745:+","15",-0.399882786811666,4.5227096084074,0.840373383212218,0.394505583843244,0.818936137102934
"ENSG00000196535",16,"MYO18A","protein_coding","ensembl_havana","chr17:29071124-29180412:-","17",-0.913323529363417,2.20125694839742,0.832093935462449,0.394524230872972,0.818936137102934
"ENSG00000257350",1,"AC027287.1","processed_pseudogene","havana","chr12:55122668-55124120:-","12",-0.671459382864198,-0.406250746718581,0.802855169053287,0.394535209169662,0.818936137102934
"ENSG00000111012",10,"CYP27B1","protein_coding","ensembl_havana","chr12:57762334-57768986:-","12",0.974836014785187,2.61872480023415,0.838284633884541,0.394625662035949,0.818936137102934
"ENSG00000150768",16,"DLAT","protein_coding","ensembl_havana","chr11:112025408-112064404:+","11",-0.407814572688348,5.89783520334812,0.83957969335541,0.394695856550875,0.818936137102934
"ENSG00000134470",21,"IL15RA","protein_coding","ensembl_havana","chr10:5943639-5978187:-","10",0.317851695413548,5.29387583070565,0.839500637887873,0.39471851231768,0.818936137102934
"ENSG00000108848",16,"LUC7L3","protein_coding","ensembl_havana","chr17:50719565-50756219:+","17",-0.255018437116337,5.91470619995698,0.839364002990995,0.394751704217592,0.818936137102934
"ENSG00000168002",12,"POLR2G","protein_coding","ensembl_havana","chr11:62761565-62766710:+","11",0.246647183907237,7.35047918557723,0.839209073544961,0.394790523780994,0.818936137102934
"ENSG00000246985",8,"SOCS2-AS1","lncRNA","havana","chr12:93542022-93571768:-","12",-1.42271752614174,-0.367242639538747,0.896619936394755,0.394842772946014,0.818936137102934
"ENSG00000096060",14,"FKBP5","protein_coding","ensembl_havana","chr6:35573585-35728583:-","6",-1.36648047812847,1.61570219156042,0.824661474930319,0.394874787497672,0.818936137102934
"ENSG00000165650",12,"PDZD8","protein_coding","ensembl_havana","chr10:117277274-117375440:-","10",-0.500113549753189,4.21609953699776,0.839170967170558,0.39491311904963,0.818936137102934
"ENSG00000272620",2,"AFAP1-AS1","lncRNA","havana","chr4:7754077-7778928:+","4",-1.74997877543085,0.465547677738071,0.807548117049051,0.39491989281908,0.818936137102934
"ENSG00000113971",20,"NPHP3","protein_coding","ensembl_havana","chr3:132680609-132722414:-","3",-4.21217167483586,-0.170690803565064,0.834080284098287,0.394928877484712,0.818936137102934
"ENSG00000167081",18,"PBX3","protein_coding","ensembl_havana","chr9:125747345-125967377:+","9",-0.672688477616856,3.84983943862115,0.839104915123304,0.394938671145165,0.818936137102934
"ENSG00000187134",14,"AKR1C1","protein_coding","ensembl_havana","chr10:4963253-4983283:+","10",0.210957011370761,7.54916761672226,0.838558362968025,0.394962918243472,0.818936137102934
"ENSG00000251203",1,"AC011726.1","processed_pseudogene","havana","chr8:26433029-26434065:-","8",5.21970192805817,-1.23368959921862,0.849389401592482,0.394967244712762,0.818936137102934
"ENSG00000113430",10,"IRX4","protein_coding","ensembl_havana","chr5:1877413-1887236:-","5",6.75287145034733,0.406561509041745,0.83731627511352,0.395033574003814,0.818936137102934
"ENSG00000135486",18,"HNRNPA1","protein_coding","ensembl_havana","chr12:54280193-54287088:+","12",-0.188650823495789,7.69589990475953,0.838179223327815,0.395062738904632,0.818936137102934
"ENSG00000214535",3,"RPS15AP1","processed_pseudogene","havana","chr20:21166206-21166596:-","20",0.549060813517653,2.5903249944424,0.839185048276516,0.395068959546516,0.818936137102934
"ENSG00000278540",5,"ACACA","protein_coding","ensembl_havana","chr17:37084992-37406836:-","17",-1.37360436230924,3.14833245267765,0.838612564376018,0.395115336730409,0.818936137102934
"ENSG00000168389",18,"MFSD2A","protein_coding","ensembl_havana","chr1:39955112-39969968:+","1",-0.564503819086088,4.39697183347853,0.837729448974669,0.39520287782204,0.818936137102934
"ENSG00000144228",9,"SPOPL","protein_coding","ensembl_havana","chr2:138501770-138573547:+","2",-0.4642739355602,3.05338244352756,0.833423115912841,0.395263067368197,0.818936137102934
"ENSG00000115875",19,"SRSF7","protein_coding","ensembl_havana","chr2:38743599-38751494:-","2",0.24787546094599,6.93273152193232,0.83739893052641,0.39526976182315,0.818936137102934
"ENSG00000225869",4,"AC008696.1","processed_pseudogene","havana","chr5:143752090-143752704:-","5",-0.969598637903551,-1.19316306616665,0.826899070769416,0.395273037917149,0.818936137102934
"ENSG00000277117",5,"FP565260.3","protein_coding","ensembl_havana","chr21:5022493-5040666:+","21",0.795781521718116,0.50254749118522,0.814547723229921,0.395290732329475,0.818936137102934
"ENSG00000182107",7,"TMEM30B","protein_coding","ensembl_havana","chr14:61277370-61281761:-","14",-0.358285149704592,6.871918757279,0.837312257744281,0.395292884626545,0.818936137102934
"ENSG00000183258",12,"DDX41","protein_coding","ensembl_havana","chr5:177511577-177516961:-","5",0.284068160500823,6.5365740946507,0.837213565888488,0.395319464246975,0.818936137102934
"ENSG00000134058",12,"CDK7","protein_coding","ensembl_havana","chr5:69234795-69277430:+","5",0.505658823368199,3.48940655992939,0.837432005665687,0.395331922061048,0.818936137102934
"ENSG00000213694",6,"S1PR3","protein_coding","ensembl_havana","chr9:88990863-89005155:+","9",0.923151658191721,1.2609068264515,0.80936713079329,0.395336451885856,0.818936137102934
"ENSG00000119684",15,"MLH3","protein_coding","ensembl_havana","chr14:75013764-75051532:-","14",-0.420188503796448,4.49523278494502,0.837100370980212,0.395384741522918,0.818936137102934
"ENSG00000265790",1,"RNASEH1P1","processed_pseudogene","havana","chr17:20901939-20902680:-","17",-0.688569818677252,0.498658758523612,0.820930509861876,0.395417912991948,0.818936137102934
"ENSG00000213253",5,"RPL12P42","processed_pseudogene","havana","chr19:13157959-13158788:-","19",0.692277291284516,0.446378154734682,0.818477995706382,0.395602408362767,0.819082684211772
"ENSG00000146858",8,"ZC3HAV1L","protein_coding","ensembl_havana","chr7:139025706-139036042:-","7",-0.828735154868366,1.76594972252069,0.811034831365128,0.395613678252289,0.819082684211772
"ENSG00000226540",2,"GAPDHP73","processed_pseudogene","havana","chr6:135619165-135620171:-","6",0.400833946005046,4.39950369554858,0.836052264767447,0.395641375936117,0.819082684211772
"ENSG00000238184",1,"CD81-AS1","lncRNA","havana","chr11:2328749-2377992:-","11",-1.75774098739283,-0.908852391655609,0.814912692256983,0.395676296942285,0.819082684211772
"ENSG00000197102",12,"DYNC1H1","protein_coding","ensembl_havana","chr14:101964573-102056443:+","14",0.248223991057777,6.59759720532355,0.835730766286383,0.395712440924516,0.819082684211772
"ENSG00000237135",1,"DDX10P1","processed_pseudogene","havana","chr10:30919012-30921235:-","10",-5.93564026685524,-1.05563572428809,0.831962530582922,0.395835161288588,0.819211265706139
"ENSG00000262587",2,"AC133552.2","transcribed_unprocessed_pseudogene","havana","chr16:25031744-25058109:+","16",1.37888184556423,1.07145434654902,0.809956608535438,0.395864082280904,0.819211265706139
"ENSG00000275552",1,"AC243965.2","lncRNA","havana","chr14:22595808-22598946:-","14",-1.85734525435377,-0.152388320416314,0.810609313397772,0.395991421025165,0.819382135398821
"ENSG00000121068",14,"TBX2","protein_coding","ensembl_havana","chr17:61399843-61409466:+","17",4.38071139292434,-0.440375194137976,0.862649913830805,0.396102005074958,0.819518301704938
"ENSG00000094841",14,"UPRT","protein_coding","ensembl_havana","chrX:75156388-75304885:+","X",-0.493971007572161,4.46898640330291,0.834179392844408,0.396173306437292,0.819573172195696
"ENSG00000131482",10,"G6PC","protein_coding","ensembl_havana","chr17:42900797-42914438:+","17",-1.07860613155101,2.52392239332992,0.833248816202092,0.396275715404596,0.819615909555455
"ENSG00000105825",14,"TFPI2","protein_coding","ensembl_havana","chr7:93885396-93890753:-","7",0.252075981989921,7.62396821200322,0.833372297853554,0.396338153755799,0.819615909555455
"ENSG00000108375",12,"RNF43","protein_coding","ensembl_havana","chr17:58352500-58417595:-","17",-0.857577618437394,0.722701630011942,0.798670072752606,0.396356896580932,0.819615909555455
"ENSG00000104611",12,"SH2D4A","protein_coding","ensembl_havana","chr8:19313693-19396218:+","8",0.360310607668449,6.42673587039829,0.833148195595868,0.396398887038155,0.819615909555455
"ENSG00000010244",18,"ZNF207","protein_coding","ensembl_havana","chr17:32350117-32381886:+","17",-0.230397070944709,6.9172746519139,0.832776641362586,0.396497361381976,0.819615909555455
"ENSG00000107362",13,"ABHD17B","protein_coding","ensembl_havana","chr9:71862452-71910931:-","9",-0.445562549167351,4.87963476220461,0.832791358162307,0.396528481386862,0.819615909555455
"ENSG00000002919",14,"SNX11","protein_coding","ensembl_havana","chr17:48103357-48123074:+","17",-0.357171293187051,4.71074926845103,0.832448292342405,0.396594564743491,0.819615909555455
"ENSG00000229644",6,"NAMPTP1","processed_pseudogene","havana","chr10:36521721-36524234:-","10",-0.232598725149576,7.39037967724866,0.83234073728131,0.396612887764689,0.819615909555455
"ENSG00000168566",13,"SNRNP48","protein_coding","ensembl_havana","chr6:7590198-7611967:+","6",0.621249798415269,4.10712879436283,0.832562549279003,0.396636038431976,0.819615909555455
"ENSG00000089220",5,"PEBP1","protein_coding","ensembl_havana","chr12:118136124-118145584:+","12",0.190393298461073,9.59027150754348,0.832210771998962,0.396646955515535,0.819615909555455
"ENSG00000110514",19,"MADD","protein_coding","ensembl_havana","chr11:47269161-47330031:+","11",-0.487858583727568,4.58528718517137,0.832139164235807,0.396686576704307,0.819615909555455
"ENSG00000287725",1,"AP003071.5","protein_coding","havana","chr11:69072915-69162440:+","11",0.692661085204092,-0.543491588796421,0.810991366680797,0.396840491006739,0.819841366565678
"ENSG00000113966",10,"ARL6","protein_coding","ensembl_havana","chr3:97764521-97801229:+","3",-0.685271456632023,3.17546526116092,0.831467208566937,0.397026979243744,0.819995408502442
"ENSG00000186652",10,"PRG2","protein_coding","ensembl_havana","chr11:57386780-57390650:-","11",1.0438617403813,-0.0351020253348603,0.797973977412252,0.397038764552535,0.819995408502442
"ENSG00000173898",13,"SPTBN2","protein_coding","ensembl_havana","chr11:66685248-66729226:-","11",1.10274295123627,-0.817937448777544,0.865149734887994,0.397112010735272,0.819995408502442
"ENSG00000197622",13,"CDC42SE1","protein_coding","ensembl_havana","chr1:151050971-151070325:-","1",0.481072246505388,4.38617628025797,0.830523319164923,0.397117219848979,0.819995408502442
"ENSG00000067533",6,"RRP15","protein_coding","ensembl_havana","chr1:218285293-218337983:+","1",-0.533227499532753,2.64952771373136,0.829234743620493,0.397139072285305,0.819995408502442
"ENSG00000154889",17,"MPPE1","protein_coding","ensembl_havana","chr18:11882622-11908366:-","18",0.27426401237386,6.07424927537487,0.829567114726881,0.39735453190266,0.820347731853636
"ENSG00000174446",13,"SNAPC5","protein_coding","ensembl_havana","chr15:66490135-66497780:-","15",0.378887117218683,5.01672672959733,0.82928585863009,0.397437428786305,0.820392530728536
"ENSG00000119402",17,"FBXW2","protein_coding","ensembl_havana","chr9:120751978-120793416:-","9",0.329054999399397,4.74476484838679,0.829179064163687,0.397468550771122,0.820392530728536
"ENSG00000287126",1,"AC108488.3","lncRNA","havana_tagene","chr2:3568505-3575100:-","2",0.781962448455332,0.527999341644527,0.807874618861225,0.397533759686897,0.820392530728536
"ENSG00000105676",14,"ARMC6","protein_coding","ensembl_havana","chr19:19033575-19060311:+","19",-0.431201636142379,4.84757839834359,0.828827914224289,0.397563971369173,0.820392530728536
"ENSG00000170468",8,"RIOX1","protein_coding","ensembl_havana","chr14:73490933-73493394:+","14",0.513040034816362,4.65870024640346,0.828683806035516,0.397600357751181,0.820392530728536
"ENSG00000084623",11,"EIF3I","protein_coding","ensembl_havana","chr1:32221928-32231604:+","1",0.25548690629033,8.44937030488827,0.828238190383205,0.397707542915055,0.820492417815726
"ENSG00000101443",18,"WFDC2","protein_coding","ensembl_havana","chr20:45469753-45481532:+","20",0.203332406695874,8.26294470827523,0.828066585678085,0.397753470136399,0.820492417815726
"ENSG00000203727",4,"SAMD5","protein_coding","ensembl_havana","chr6:147508690-147737547:+","6",-2.29905716660804,0.411675971964817,0.809731824671393,0.39778325993219,0.820492417815726
"ENSG00000160326",14,"SLC2A6","protein_coding","ensembl_havana","chr9:133471094-133479127:-","9",-0.786488713303152,5.53306328608693,0.827605083843191,0.39788115799694,0.82054297951314
"ENSG00000077514",9,"POLD3","protein_coding","ensembl_havana","chr11:74493851-74669117:+","11",0.470538603820397,4.62704742946092,0.827446488661051,0.39793172268029,0.82054297951314
"ENSG00000197982",14,"C1orf122","protein_coding","ensembl_havana","chr1:37806979-37809454:+","1",0.329666490588919,5.61583703641684,0.826762203913435,0.398106438315753,0.82054297951314
"ENSG00000113734",17,"BNIP1","protein_coding","ensembl_havana","chr5:173144442-173164387:+","5",0.450914763730241,3.39911839488201,0.82666086718198,0.398213346752695,0.82054297951314
"ENSG00000159899",14,"NPR2","protein_coding","ensembl_havana","chr9:35792154-35809732:+","9",1.28314301829255,0.386490712167189,0.802446959030287,0.398234903391372,0.82054297951314
"ENSG00000238133",6,"MAP3K20-AS1","lncRNA","havana","chr2:173166446-173282036:-","2",-1.62049389655066,-0.963556289283859,0.794629272510375,0.398239020767193,0.82054297951314
"ENSG00000087086",15,"FTL","protein_coding","ensembl_havana","chr19:48965309-48966879:+","19",0.15070481944386,13.0328818228497,0.826158912814351,0.398264504687232,0.82054297951314
